precinct,county,parish_name,rep_votes,dem_votes,total_votes,votes_needed,OBJECTID
C35,22079,Rapides,213,51,264,31,2494
5-1,22081,Red River,11,51,62,7,2584
8-4B,22099,St. Martin,153,51,204,24,13597
M09,22103,St. Tammany,78,51,129,15,3137
114,22105,Tangipahoa,286,51,337,40,3226
13,22109,Terrebonne,95,51,146,17,3313
1-5,22115,Vernon,216,51,267,32,3442
7-2A,22115,Vernon,261,51,312,37,3438
8-3,22117,Washington,266,51,317,38,3535
17,22119,Webster,225,51,276,33,3540
2-2,22125,West Feliciana,298,51,349,42,3624
2-1,22003,Allen,87,52,139,16,62
1-5,22015,Bossier,150,52,202,24,299
469,22019,Calcasieu,222,52,274,33,514
49,22031,De Soto,92,52,144,17,759
2,22037,East Feliciana,66,52,118,14,14575
8,22049,Jackson,99,52,151,18,1215
64,22051,Jefferson,145,52,197,23,1379
10,22053,Jefferson Davis,339,52,391,47,1535
10-11,22057,Lafourche,63,52,115,13,1718
10-5,22057,Lafourche,84,52,136,16,1710
3-2,22061,Lincoln,263,52,315,38,1771
26-1,22067,Morehouse,178,52,230,27,3679
10B,22077,Pointe Coupee,15,52,67,8,2474
4-4,22099,St. Martin,245,52,297,35,2920
104A,22105,Tangipahoa,80,52,132,15,3239
137D,22105,Tangipahoa,353,52,405,49,3241
39,22113,Vermilion,33,52,85,10,3395
46B-4,22113,Vermilion,113,52,165,19,14558
1-8A,22115,Vernon,67,52,119,14,3445
42,22119,Webster,137,52,189,22,3546
9,22121,West Baton Rouge,42,52,94,11,5286
21,22005,Ascension,161,53,214,25,97
4,22011,Beauregard,133,53,186,22,217
2-10,22015,Bossier,198,53,251,30,349
1041,22039,Evangeline,182,53,235,28,1038
6,22041,Franklin,270,53,323,39,1066
36,22051,Jefferson,141,53,194,23,1444
81,22051,Jefferson,116,53,169,20,1481
99,22051,Jefferson,93,53,146,17,1364
7,22053,Jefferson Davis,286,53,339,41,1521
20,22053,Jefferson Davis,107,53,160,19,1529
10-15,22057,Lafourche,153,53,206,24,1713
35,22067,Morehouse,190,53,243,29,1898
3-4,22069,Natchitoches,40,53,93,11,1956
4-2,22081,Red River,40,53,93,11,2592
21,22087,St. Bernard,64,53,117,14,2703
7-1,22089,St. Charles,117,53,170,20,2726
3-1,22099,St. Martin,12,53,65,7,2908
32,22109,Terrebonne,93,53,146,17,3305
10A,22113,Vermilion,197,53,250,30,3422
1-3,22003,Allen,61,54,115,13,80
5-2,22003,Allen,290,54,344,41,75
2-2C,22009,Avoyelles,140,54,194,23,191
146,22017,Caddo,153,54,207,25,403
1-1,22021,Caldwell,38,54,92,11,623
46,22031,De Soto,203,54,257,31,732
56,22031,De Soto,57,54,111,13,728
1,22037,East Feliciana,268,54,322,38,14574
1090,22039,Evangeline,24,54,78,9,1046
11-6,22045,Iberia,104,54,158,19,8807
12-4,22045,Iberia,114,54,168,20,1114
14-4,22045,Iberia,224,54,278,33,1136
6-5,22045,Iberia,231,54,285,34,8806
58,22051,Jefferson,80,54,134,16,1422
174,22051,Jefferson,36,54,90,10,1381
12-G,22051,Jefferson,208,54,262,31,1488
73,22055,Lafayette,220,54,274,33,1564
2A,22063,Livingston,421,54,475,57,1792
4-1,22069,Natchitoches,39,54,93,11,1983
9-41A,22071,Orleans,60,54,114,13,2106
64,22073,Ouachita,217,54,271,32,2429
2,22083,Richland,185,54,239,28,2630
25,22087,St. Bernard,82,54,136,16,2701
6-11B,22097,St. Landry,38,54,92,11,8481
1-4,22099,St. Martin,167,54,221,26,2907
917,22103,St. Tammany,115,54,169,20,3155
M03,22103,St. Tammany,186,54,240,29,3153
106A,22105,Tangipahoa,153,54,207,25,3224
35,22109,Terrebonne,78,54,132,15,3336
61,22109,Terrebonne,63,54,117,14,3289
66,22109,Terrebonne,69,54,123,14,3274
23,22113,Vermilion,254,54,308,37,3396
46A,22113,Vermilion,135,54,189,22,3409
97,22017,Caddo,147,55,202,24,461
162E,22019,Calcasieu,434,55,489,59,521
316W,22019,Calcasieu,29,55,84,10,516
13,22047,Iberville,104,55,159,19,1184
25,22047,Iberville,218,55,273,33,1189
79,22055,Lafayette,266,55,321,38,1619
10-6,22057,Lafourche,67,55,122,14,1657
9-6C,22071,Orleans,0,55,55,6,2034
21,22101,St. Mary,242,55,297,35,2994
35,22101,St. Mary,94,55,149,18,2981
601,22103,St. Tammany,205,55,260,31,3011
604,22103,St. Tammany,248,55,303,36,3073
104,22105,Tangipahoa,249,55,304,36,3175
139,22105,Tangipahoa,123,55,178,21,3164
55,22109,Terrebonne,273,55,328,39,3260
4-9A,22117,Washington,167,55,222,26,3523
13B,22121,West Baton Rouge,1,55,56,6,5595
30,22011,Beauregard,135,56,191,23,232
4-11A,22015,Bossier,304,56,360,43,321
157,22017,Caddo,133,56,189,22,459
160,22017,Caddo,235,56,291,35,9758
401,22019,Calcasieu,206,56,262,31,564
760,22019,Calcasieu,212,56,268,32,512
166E,22019,Calcasieu,295,56,351,42,15218
8,22037,East Feliciana,80,56,136,16,14577
83,22051,Jefferson,110,56,166,20,1376
11-5,22061,Lincoln,33,56,89,10,15859
10,22063,Livingston,342,56,398,48,1812
6A,22063,Livingston,227,56,283,34,1843
47,22067,Morehouse,20,56,76,9,1900
N11,22079,Rapides,205,56,261,31,2526
3-2,22091,St. Helena,21,56,77,9,2748
4-2,22091,St. Helena,35,56,91,11,2746
5-7,22095,St. John the Baptist,92,56,148,17,2784
415,22103,St. Tammany,208,56,264,31,3089
45,22109,Terrebonne,231,56,287,34,3299
14,22113,Vermilion,226,56,282,34,3401
4-1,22125,West Feliciana,107,56,163,19,3625
4-4,22001,Acadia,430,57,487,58,58
50,22005,Ascension,77,57,134,16,92
9-4,22009,Avoyelles,282,57,339,41,15202
27,22041,Franklin,88,57,145,17,1072
30,22041,Franklin,358,57,415,50,1065
9-3,22045,Iberia,149,57,206,24,1147
100,22055,Lafayette,341,57,398,48,1639
5-1,22061,Lincoln,210,57,267,32,1761
9-6E,22071,Orleans,0,57,57,6,2014
C34,22079,Rapides,177,57,234,28,2533
2-2A,22097,St. Landry,41,57,98,11,8482
5,22107,Tensas,4,57,61,7,3251
41,22109,Terrebonne,68,57,125,15,3264
86,22109,Terrebonne,199,57,256,30,3303
110,22109,Terrebonne,87,57,144,17,13921
19A,22113,Vermilion,357,57,414,50,3412
4-6,22117,Washington,135,57,192,23,3519
4-7B,22117,Washington,88,57,145,17,3506
260,22019,Calcasieu,289,58,347,41,562
402,22019,Calcasieu,179,58,237,28,582
468,22019,Calcasieu,278,58,336,40,602
1,22035,East Carroll,64,58,122,14,970
12,22035,East Carroll,2,58,60,7,963
10-3,22045,Iberia,292,58,350,42,1151
7-3,22045,Iberia,343,58,401,48,1132
14,22051,Jefferson,168,58,226,27,1489
15,22051,Jefferson,126,58,184,22,1504
18-K,22051,Jefferson,34,58,92,11,1252
6,22053,Jefferson Davis,199,58,257,31,1515
4-3,22057,Lafourche,122,58,180,21,1661
29,22067,Morehouse,102,58,160,19,1913
C39,22079,Rapides,28,58,86,10,2528
S16,22079,Rapides,338,58,396,47,2497
31,22083,Richland,94,58,152,18,2614
6-7,22089,St. Charles,101,58,159,19,2725
5A,22093,St. James,8,58,66,7,12645
2-9,22097,St. Landry,121,58,179,21,2870
3-1,22097,St. Landry,234,58,292,35,2890
206,22103,St. Tammany,305,58,363,43,3093
907,22103,St. Tammany,56,58,114,13,3049
918,22103,St. Tammany,112,58,170,20,3143
C05,22103,St. Tammany,195,58,253,30,2999
85,22109,Terrebonne,396,58,454,54,3314
17A,22119,Webster,30,58,88,10,7518
3-2,22003,Allen,259,59,318,38,76
5-2,22013,Bienville,163,59,222,26,275
1-2,22025,Catahoula,32,59,91,11,651
32,22041,Franklin,191,59,250,30,1070
8-1,22045,Iberia,267,59,326,39,1154
8,22047,Iberville,3,59,62,7,1172
14A,22047,Iberville,17,59,76,9,1207
8-1,22061,Lincoln,79,59,138,16,1762
50,22067,Morehouse,122,59,181,21,1910
29,22073,Ouachita,17,59,76,9,2421
8B,22077,Pointe Coupee,0,59,59,7,7843
4-8,22097,St. Landry,30,59,89,10,2861
1-1,22099,St. Martin,198,59,257,31,2943
8-4A,22099,St. Martin,160,59,219,26,2949
9-1,22099,St. Martin,201,59,260,31,2899
A04,22103,St. Tammany,169,59,228,27,3055
120B,22105,Tangipahoa,108,59,167,20,3191
4,22107,Tensas,2,59,61,7,3244
111,22109,Terrebonne,32,59,91,11,13922
7-2,22117,Washington,350,59,409,49,3498
3,22119,Webster,26,59,85,10,3566
6-8,22001,Acadia,176,60,236,28,44
2-4-C,22003,Allen,139,60,199,24,87
664,22019,Calcasieu,286,60,346,41,578
3-46,22033,East Baton Rouge,532,60,592,71,821
11-1,22045,Iberia,130,60,190,22,1131
9-5,22045,Iberia,171,60,231,27,1159
28,22051,Jefferson,140,60,200,24,1353
2-H,22051,Jefferson,229,60,289,34,1323
5-G,22051,Jefferson,117,60,177,21,1245
2-14,22057,Lafourche,194,60,254,30,1665
3-3,22061,Lincoln,145,60,205,24,1754
37,22073,Ouachita,325,60,385,46,2361
46,22073,Ouachita,342,60,402,48,2425
16,22087,St. Bernard,49,60,109,13,2690
90,22109,Terrebonne,337,60,397,48,3307
1,22111,Union,385,60,445,53,3351
51,22113,Vermilion,201,60,261,31,3373
54,22113,Vermilion,43,60,103,12,3393
48,22005,Ascension,89,61,150,18,100
8-3A,22009,Avoyelles,293,61,354,42,192
28A,22011,Beauregard,8,61,69,8,241
2-18D,22015,Bossier,138,61,199,24,10086
4-11C,22015,Bossier,197,61,258,31,326
100,22051,Jefferson,115,61,176,21,1467
8,22053,Jefferson Davis,46,61,107,12,1524
2-10,22057,Lafourche,85,61,146,17,1703
2-1A,22057,Lafourche,45,61,106,12,1717
28A,22063,Livingston,338,61,399,48,1825
21-2,22067,Morehouse,35,61,96,11,3683
4-6,22071,Orleans,10,61,71,8,2079
6-3,22085,Sabine,167,61,228,27,2664
43,22087,St. Bernard,111,61,172,20,2673
5-8,22097,St. Landry,128,61,189,22,2853
504,22103,St. Tammany,282,61,343,41,3059
127A,22105,Tangipahoa,100,61,161,19,3184
9,22119,Webster,244,61,305,36,3578
4-3,22125,West Feliciana,87,61,148,17,3628
3-1B,22127,Winn,38,61,99,11,3665
3-51,22033,East Baton Rouge,134,62,196,23,822
246,22051,Jefferson,152,62,214,25,1342
22,22065,Madison,0,62,62,7,1869
6-1,22075,Plaquemines,14,62,76,9,16185
4-3,22089,St. Charles,178,62,240,29,2704
A03,22103,St. Tammany,115,62,177,21,3033
141A,22105,Tangipahoa,166,62,228,27,3163
2-3,22001,Acadia,194,63,257,31,14
3-3,22013,Bienville,51,63,114,13,274
660,22019,Calcasieu,400,63,463,56,590
13A,22035,East Carroll,4,63,67,8,958
15B,22047,Iberville,74,63,137,16,1205
35,22051,Jefferson,161,63,224,27,1411
11-1,22057,Lafourche,61,63,124,15,1675
11A,22063,Livingston,270,63,333,40,1841
35A,22063,Livingston,215,63,278,33,1805
9-41C,22071,Orleans,105,63,168,20,2073
9-6B,22071,Orleans,0,63,63,7,2117
78,22073,Ouachita,154,63,217,26,2394
S10,22079,Rapides,574,63,637,77,2518
40,22087,St. Bernard,42,63,105,12,2678
5B,22093,St. James,6,63,69,8,12646
1-4A,22097,St. Landry,5,63,68,8,2884
5-2,22099,St. Martin,317,63,380,45,2923
111,22103,St. Tammany,288,63,351,42,16502
21,22109,Terrebonne,138,63,201,24,3280
2,22123,West Carroll,199,63,262,31,3602
4-3,22127,Winn,169,63,232,28,3661
108,22017,Caddo,235,64,299,36,449
319N,22019,Calcasieu,40,64,104,12,3675
30,22031,De Soto,230,64,294,35,766
107,22055,Lafayette,461,64,525,63,1554
110,22055,Lafayette,425,64,489,59,1578
9-2,22057,Lafourche,129,64,193,23,1712
26,22063,Livingston,458,64,522,63,1798
23C,22063,Livingston,376,64,440,53,16174
25,22073,Ouachita,185,64,249,30,2432
2-4,22095,St. John the Baptist,239,64,303,36,2810
5-2,22097,St. Landry,363,64,427,51,2854
420,22103,St. Tammany,276,64,340,41,3022
705,22103,St. Tammany,145,64,209,25,3119
C01,22103,St. Tammany,275,64,339,41,3101
C02,22103,St. Tammany,192,64,256,30,3140
76,22109,Terrebonne,176,64,240,29,3330
20,22121,West Baton Rouge,137,64,201,24,4962
2-1,22127,Winn,13,64,77,9,3644
662,22019,Calcasieu,140,65,205,24,558
21,22031,De Soto,124,65,189,22,755
39,22031,De Soto,77,65,142,17,743
14-1,22045,Iberia,380,65,445,53,1150
17,22047,Iberville,214,65,279,33,1214
12,22053,Jefferson Davis,175,65,240,29,1516
115,22055,Lafayette,352,65,417,50,15858
3-4,22061,Lincoln,169,65,234,28,1765
8-2,22061,Lincoln,509,65,574,69,1760
5,22063,Livingston,626,65,691,83,1850
39,22063,Livingston,323,65,388,46,1834
11,22077,Pointe Coupee,71,65,136,16,2472
20B,22077,Pointe Coupee,81,65,146,17,2483
12,22087,St. Bernard,67,65,132,15,2700
207,22103,St. Tammany,214,65,279,33,3038
16,22105,Tangipahoa,171,65,236,28,3200
27,22105,Tangipahoa,65,65,130,15,3185
9,22113,Vermilion,201,65,266,32,3383
1,22123,West Carroll,67,65,132,15,3613
52,22005,Ascension,104,66,170,20,114
2-18C,22015,Bossier,311,66,377,45,10083
134,22017,Caddo,102,66,168,20,390
167,22019,Calcasieu,312,66,378,45,491
31,22031,De Soto,27,66,93,11,730
4,22049,Jackson,141,66,207,25,1220
14,22053,Jefferson Davis,239,66,305,36,1536
75,22055,Lafayette,160,66,226,27,1559
80,22055,Lafayette,330,66,396,47,1609
5-1A,22057,Lafourche,152,66,218,26,1651
39A,22063,Livingston,269,66,335,40,1853
51,22073,Ouachita,761,66,827,100,2426
10,22087,St. Bernard,74,66,140,16,2685
S18,22103,St. Tammany,195,66,261,31,3078
24,22113,Vermilion,184,66,250,30,3382
40,22113,Vermilion,338,66,404,48,3407
2-1,22001,Acadia,365,67,432,52,29
2-5,22003,Allen,2,67,69,8,64
1-1,22015,Bossier,230,67,297,35,320
2-14,22015,Bossier,98,67,165,19,347
9,22017,Caddo,201,67,268,32,369
10,22037,East Feliciana,54,67,121,14,14578
6,22047,Iberville,10,67,77,9,1194
19,22051,Jefferson,143,67,210,25,1307
46,22055,Lafayette,164,67,231,27,1634
30,22063,Livingston,189,67,256,30,1839
34,22063,Livingston,193,67,260,31,1795
2-2,22071,Orleans,17,67,84,10,2300
N26,22079,Rapides,660,67,727,87,2546
33,22087,St. Bernard,134,67,201,24,2698
6-4,22089,St. Charles,79,67,146,17,2721
25,22101,St. Mary,113,67,180,21,8474
421,22103,St. Tammany,214,67,281,34,3009
S02,22103,St. Tammany,180,67,247,29,3136
2,22113,Vermilion,106,67,173,20,3402
35,22113,Vermilion,147,67,214,25,3370
49B-1,22113,Vermilion,515,67,582,70,3421
17,22121,West Baton Rouge,37,67,104,12,5285
14,22005,Ascension,263,68,331,40,124
7-2,22013,Bienville,50,68,118,14,273
4-5A,22015,Bossier,173,68,241,29,327
6,22017,Caddo,11,68,79,9,416
466W,22019,Calcasieu,481,68,549,66,508
84,22051,Jefferson,165,68,233,28,1303
3-H,22051,Jefferson,251,68,319,38,1309
108,22055,Lafayette,644,68,712,86,1599
43,22073,Ouachita,685,68,753,91,2419
2-2,22089,St. Charles,110,68,178,21,2710
9-4,22099,St. Martin,185,68,253,30,2921
416,22103,St. Tammany,291,68,359,43,3115
120,22105,Tangipahoa,343,68,411,49,3194
58,22109,Terrebonne,92,68,160,19,3322
2-1A,22125,West Feliciana,134,68,202,24,7206
22,22005,Ascension,194,69,263,31,144
43,22005,Ascension,310,69,379,45,130
4-4,22013,Bienville,210,69,279,33,268
6-3,22013,Bienville,139,69,208,25,262
166,22017,Caddo,196,69,265,32,9759
327,22019,Calcasieu,67,69,136,16,569
5-4,22029,Concordia,133,69,202,24,699
19B,22037,East Feliciana,80,69,149,18,14583
138,22051,Jefferson,19,69,88,10,1312
10-2,22057,Lafourche,154,69,223,26,1706
2-4,22057,Lafourche,118,69,187,22,1674
2-6,22057,Lafourche,162,69,231,27,1673
8,22067,Morehouse,101,69,170,20,1902
S13,22079,Rapides,420,69,489,59,2505
101,22103,St. Tammany,273,69,342,41,3046
42A,22113,Vermilion,219,69,288,34,3380
4-3,22007,Assumption,42,70,112,13,9122
9-2A,22009,Avoyelles,78,70,148,17,14892
139,22017,Caddo,382,70,452,54,407
15,22037,East Feliciana,109,70,179,21,14561
29,22051,Jefferson,108,70,178,21,1510
63,22051,Jefferson,215,70,285,34,1334
93,22051,Jefferson,247,70,317,38,1466
40,22055,Lafayette,185,70,255,30,1579
10-8,22057,Lafourche,78,70,148,17,1656
6,22063,Livingston,368,70,438,52,1809
37,22067,Morehouse,87,70,157,18,1891
12,22077,Pointe Coupee,94,70,164,19,2461
1-24,22097,St. Landry,137,70,207,25,2886
2-3,22097,St. Landry,215,70,285,34,2828
3-3,22097,St. Landry,191,70,261,31,2823
24A,22101,St. Mary,250,70,320,38,8475
813,22103,St. Tammany,147,70,217,26,3034
C07,22103,St. Tammany,33,70,103,12,3107
112,22105,Tangipahoa,293,70,363,43,3183
1-1,22115,Vernon,167,70,237,28,3490
2-1,22115,Vernon,538,70,608,73,3463
1-8,22001,Acadia,185,71,256,30,1
12,22011,Beauregard,408,71,479,57,247
335,22019,Calcasieu,273,71,344,41,546
332S,22019,Calcasieu,110,71,181,21,605
16,22051,Jefferson,148,71,219,26,1483
72,22051,Jefferson,186,71,257,31,1304
28-K,22051,Jefferson,105,71,176,21,1491
9-K,22051,Jefferson,220,71,291,35,1501
32,22073,Ouachita,646,71,717,86,2371
3-2,22097,St. Landry,141,71,212,25,8486
6-3A,22097,St. Landry,51,71,122,14,8479
41,22101,St. Mary,76,71,147,17,2951
404,22103,St. Tammany,311,71,382,46,3100
406,22103,St. Tammany,219,71,290,35,3037
21,22121,West Baton Rouge,173,71,244,29,4965
367,22019,Calcasieu,249,72,321,38,15221
309E,22019,Calcasieu,4,72,76,9,535
9-2,22045,Iberia,298,72,370,44,1157
9-45,22071,Orleans,126,72,198,23,2040
N27,22079,Rapides,598,72,670,81,2501
309,22103,St. Tammany,187,72,259,31,3114
603,22103,St. Tammany,291,72,363,43,3036
1-1,22117,Washington,394,72,466,56,3536
6-1A,22009,Avoyelles,215,73,288,34,195
2-17A,22015,Bossier,53,73,126,15,323
149,22017,Caddo,100,73,173,20,397
7,22027,Claiborne,247,73,320,38,685
16,22049,Jackson,0,73,73,8,1243
75,22051,Jefferson,158,73,231,27,1401
88,22055,Lafayette,378,73,451,54,1646
25,22063,Livingston,374,73,447,54,1813
3-8,22069,Natchitoches,135,73,208,25,1988
57,22073,Ouachita,784,73,857,103,2435
65,22073,Ouachita,1,73,74,8,2367
20,22087,St. Bernard,77,73,150,18,2683
1-8,22097,St. Landry,27,73,100,12,2850
6-2,22097,St. Landry,236,73,309,37,2834
S09,22103,St. Tammany,219,73,292,35,3098
133A,22105,Tangipahoa,138,73,211,25,3235
5-1,22009,Avoyelles,255,74,329,39,182
464,22019,Calcasieu,348,74,422,51,524
6-3,22045,Iberia,299,74,373,45,8803
77,22055,Lafayette,337,74,411,49,1594
18,22063,Livingston,381,74,455,55,1814
26-2,22067,Morehouse,80,74,154,18,3685
1-5A,22069,Natchitoches,2,74,76,9,1958
61,22073,Ouachita,252,74,326,39,2373
C1,22079,Rapides,12,74,86,10,2535
42,22101,St. Mary,180,74,254,30,2997
1-4B,22001,Acadia,174,75,249,30,51
3-3,22009,Avoyelles,40,75,115,13,15206
110,22017,Caddo,361,75,436,52,474
332N,22019,Calcasieu,108,75,183,22,506
860N,22019,Calcasieu,286,75,361,43,553
3-22,22033,East Baton Rouge,391,75,466,56,910
11,22035,East Carroll,0,75,75,9,959
5,22051,Jefferson,246,75,321,38,1477
8,22051,Jefferson,152,75,227,27,1482
88,22051,Jefferson,205,75,280,33,1448
35-K,22051,Jefferson,211,75,286,34,1446
8-1,22057,Lafourche,132,75,207,25,1667
56,22073,Ouachita,714,75,789,95,2365
1,22077,Pointe Coupee,101,75,176,21,2466
6,22077,Pointe Coupee,106,75,181,21,2478
32,22087,St. Bernard,143,75,218,26,2691
1-19,22097,St. Landry,76,75,151,18,2856
6-7,22097,St. Landry,491,75,566,68,2830
407,22103,St. Tammany,391,75,466,56,3069
414,22103,St. Tammany,372,75,447,54,3154
C04,22103,St. Tammany,182,75,257,31,3150
70A,22105,Tangipahoa,85,75,160,19,3231
15,22109,Terrebonne,374,75,449,54,3261
103,22109,Terrebonne,76,75,151,18,13914
4-5,22117,Washington,119,75,194,23,3525
9-1A,22009,Avoyelles,58,76,134,16,180
9-H,22051,Jefferson,165,76,241,29,1339
65,22055,Lafayette,56,76,132,15,1543
5-2,22057,Lafourche,261,76,337,40,1671
3,22063,Livingston,493,76,569,68,1833
5-1,22075,Plaquemines,294,76,370,44,16187
N24,22079,Rapides,714,76,790,95,2571
17,22083,Richland,205,76,281,34,2598
15A,22093,St. James,18,76,94,11,12958
4-10,22097,St. Landry,33,76,109,13,2860
308,22103,St. Tammany,292,76,368,44,3000
417,22103,St. Tammany,323,76,399,48,16501
M08,22103,St. Tammany,256,76,332,40,3142
17,22109,Terrebonne,233,76,309,37,3331
18,22121,West Baton Rouge,140,76,216,26,4966
3-7,22001,Acadia,373,77,450,54,35
7-3,22013,Bienville,55,77,132,15,272
334,22019,Calcasieu,272,77,349,42,513
801,22019,Calcasieu,222,77,299,36,511
10,22027,Claiborne,5,77,82,9,683
10-4,22045,Iberia,225,77,302,36,1115
13-2,22045,Iberia,292,77,369,44,1123
14-3,22045,Iberia,173,77,250,30,1161
2-2,22045,Iberia,1,77,78,9,1137
3-1,22045,Iberia,206,77,283,34,1160
5,22047,Iberville,128,77,205,24,1177
61,22051,Jefferson,256,77,333,40,1305
10-13,22057,Lafourche,171,77,248,30,1652
3-2,22057,Lafourche,143,77,220,26,1697
2,22063,Livingston,343,77,420,50,1803
10-8,22071,Orleans,59,77,136,16,2201
7-34,22071,Orleans,8,77,85,10,2089
N19,22079,Rapides,534,77,611,73,2562
14,22087,St. Bernard,93,77,170,20,2692
422,22103,St. Tammany,277,77,354,42,3005
503,22103,St. Tammany,337,77,414,50,3129
816,22103,St. Tammany,177,77,254,30,3132
S04,22103,St. Tammany,215,77,292,35,3127
S16,22103,St. Tammany,146,77,223,26,3001
2,22119,Webster,258,77,335,40,3538
2-21A,22015,Bossier,315,78,393,47,344
140,22017,Caddo,137,78,215,26,363
408,22019,Calcasieu,311,78,389,47,606
1031,22039,Evangeline,102,78,180,21,1035
3040,22039,Evangeline,247,78,325,39,1014
22,22049,Jackson,128,78,206,24,1227
92,22051,Jefferson,207,78,285,34,1343
3-5,22097,St. Landry,330,78,408,49,2880
6-14,22097,St. Landry,312,78,390,47,2837
8-4,22099,St. Martin,248,78,326,39,2939
47,22101,St. Mary,100,78,178,21,2992
602,22103,St. Tammany,281,78,359,43,3146
73,22109,Terrebonne,194,78,272,32,3333
18,22113,Vermilion,552,78,630,76,3377
41,22005,Ascension,241,79,320,38,90
2-20,22015,Bossier,171,79,250,30,333
103,22051,Jefferson,271,79,350,42,1392
214A,22051,Jefferson,53,79,132,15,1495
4-1,22081,Red River,33,79,112,13,2581
205,22103,St. Tammany,420,79,499,60,3027
12,22109,Terrebonne,354,79,433,52,3294
15,22113,Vermilion,169,79,248,30,3378
107,22017,Caddo,134,80,214,25,452
4,22031,De Soto,1,80,81,9,717
3-37,22033,East Baton Rouge,322,80,402,48,940
1040,22039,Evangeline,45,80,125,15,1026
3-2,22043,Grant,54,80,134,16,1107
79,22051,Jefferson,210,80,290,35,1247
27-K,22051,Jefferson,133,80,213,25,1389
13,22065,Madison,13,80,93,11,1877
4-17A,22071,Orleans,155,80,235,28,2013
5-1,22071,Orleans,36,80,116,14,2194
1,22073,Ouachita,758,80,838,101,2396
2,22073,Ouachita,320,80,400,48,2391
47,22073,Ouachita,222,80,302,36,2420
C33,22079,Rapides,237,80,317,38,2572
C38A,22079,Rapides,39,80,119,14,12632
13,22101,St. Mary,104,80,184,22,2952
103,22103,St. Tammany,401,80,481,58,3045
301,22103,St. Tammany,360,80,440,53,3128
412,22103,St. Tammany,421,80,501,60,2998
16,22109,Terrebonne,317,80,397,48,16508
3-3B,22125,West Feliciana,3,80,83,10,7199
1-1,22001,Acadia,407,81,488,59,40
35,22005,Ascension,292,81,373,45,94
2-21C,22015,Bossier,654,81,735,88,305
4,22047,Iberville,347,81,428,51,1195
80,22051,Jefferson,161,81,242,29,1346
8,22101,St. Mary,103,81,184,22,2973
402,22103,St. Tammany,343,81,424,51,3074
15,22105,Tangipahoa,113,81,194,23,3211
151,22105,Tangipahoa,460,81,541,65,3173
331,22019,Calcasieu,256,82,338,40,520
1091,22039,Evangeline,69,82,151,18,1010
25,22041,Franklin,3,82,85,10,1063
5-4,22045,Iberia,259,82,341,41,1166
10,22051,Jefferson,235,82,317,38,1365
211,22051,Jefferson,123,82,205,24,1302
19,22063,Livingston,278,82,360,43,1799
22,22087,St. Bernard,64,82,146,17,2674
25A,22101,St. Mary,150,82,232,28,8473
413,22103,St. Tammany,438,82,520,62,3057
606,22103,St. Tammany,268,82,350,42,3094
807,22103,St. Tammany,302,82,384,46,3106
137A,22105,Tangipahoa,336,82,418,50,3168
34,22113,Vermilion,103,82,185,22,3392
32B,22113,Vermilion,9,82,91,11,3368
72,22005,Ascension,230,83,313,37,6885
98,22017,Caddo,95,83,178,21,375
165,22017,Caddo,141,83,224,27,9754
407,22019,Calcasieu,305,83,388,46,555
16,22031,De Soto,512,83,595,71,726
55,22031,De Soto,68,83,151,18,723
9,22049,Jackson,59,83,142,17,1221
62,22051,Jefferson,182,83,265,32,1261
210,22051,Jefferson,45,83,128,15,1289
7-H,22051,Jefferson,238,83,321,38,1367
105,22055,Lafayette,600,83,683,82,1616
9-1,22085,Sabine,88,83,171,20,2634
42,22087,St. Bernard,147,83,230,27,2671
8-1,22099,St. Martin,214,83,297,35,2948
313,22103,St. Tammany,272,83,355,42,3081
1B,22121,West Baton Rouge,150,83,233,28,5592
3-3B,22001,Acadia,143,84,227,27,17
5-8,22003,Allen,21,84,105,12,74
1-1,22013,Bienville,35,84,119,14,263
2-2,22015,Bossier,441,84,525,63,292
128,22017,Caddo,631,84,715,86,427
701,22019,Calcasieu,8,84,92,11,525
84,22027,Claiborne,45,84,129,15,670
41,22051,Jefferson,210,84,294,35,1375
43,22051,Jefferson,208,84,292,35,1310
21,22053,Jefferson Davis,245,84,329,39,1531
4-3,22069,Natchitoches,58,84,142,17,1987
4-21,22071,Orleans,136,84,220,26,2346
5-2,22071,Orleans,41,84,125,15,2126
9-3A,22071,Orleans,1,84,85,10,2234
55,22073,Ouachita,476,84,560,67,2402
C40,22079,Rapides,39,84,123,14,2547
N13B,22079,Rapides,363,84,447,54,12635
7-2,22089,St. Charles,427,84,511,61,2740
1-1,22125,West Feliciana,142,84,226,27,16509
48,22017,Caddo,313,85,398,48,406
5-1,22045,Iberia,96,85,181,21,1158
21,22051,Jefferson,200,85,285,34,1327
65,22051,Jefferson,218,85,303,36,1428
86,22051,Jefferson,136,85,221,26,1291
102,22051,Jefferson,148,85,233,28,1459
197A,22051,Jefferson,5,85,90,10,1458
90,22055,Lafayette,228,85,313,37,1615
29,22063,Livingston,321,85,406,49,1830
41,22073,Ouachita,840,85,925,111,2403
67,22073,Ouachita,64,85,149,18,2413
32A,22087,St. Bernard,114,85,199,24,16495
4,22111,Union,286,85,371,44,3364
46B-1,22113,Vermilion,110,85,195,23,3379
166W,22019,Calcasieu,244,86,330,39,15217
85,22027,Claiborne,19,86,105,12,669
1080,22039,Evangeline,50,86,136,16,1036
1101,22039,Evangeline,66,86,152,18,1048
